Group,SSP,X,CDF
North America,SSP1-2.6,2,0.6385281385281385
North America,SSP1-2.6,2,0.6396103896103896
North America,SSP1-2.6,2,0.6406926406926406
North America,SSP1-2.6,2,0.6417748917748918
North America,SSP1-2.6,2,0.6428571428571429
North America,SSP1-2.6,2,0.6439393939393939
North America,SSP1-2.6,2,0.645021645021645
North America,SSP1-2.6,2,0.6461038961038961
North America,SSP1-2.6,2,0.6471861471861472
North America,SSP1-2.6,2,0.6482683982683982
North America,SSP1-2.6,2,0.6493506493506493
North America,SSP1-2.6,2,0.6504329004329005
North America,SSP1-2.6,2,0.6515151515151515
North America,SSP1-2.6,2,0.6525974025974026
North America,SSP1-2.6,2,0.6536796536796536
North America,SSP1-2.6,2,0.6547619047619048
North America,SSP1-2.6,2,0.6558441558441559
