Name,Kingdom,Phylum,Class,regions,CATEGORY,GRIDS
Elaeocarpus_recurvatus,plantae,tracheophyta,magnoliopsida,[37.0],Endangered,2
Elaeodendron_alluaudianum,plantae,tracheophyta,magnoliopsida,[27.0],Vulnerable,6
Elaeodendron_nipense,plantae,tracheophyta,magnoliopsida,[8.0],Critically Endangered,1
Elaphoglossum_beddomei,plantae,tracheophyta,polypodiopsida,[37.0],Endangered,6
Eleutherodactylus_etheridgei,animalia,chordata,amphibia,[8.0],Vulnerable,3
Eleutherodactylus_maestrensis,animalia,chordata,amphibia,[8.0],Endangered,1
Endroedyolus_paradoxus,animalia,arthropoda,insecta,[26.0],Endangered,1
Ephippiger_provincialis,animalia,arthropoda,insecta,[19.0],Vulnerable,1
Epidendrum_serrulatum,plantae,tracheophyta,liliopsida,[8.0],Vulnerable,6
Eragrostis_raynaliana,plantae,tracheophyta,liliopsida,"[21.0, 22.0]",Endangered,3
Erica_trimera,plantae,tracheophyta,magnoliopsida,"[23.0, 24.0]",Vulnerable,7
Eriocaulon_leucomelas,plantae,tracheophyta,liliopsida,[37.0],Least Concern,11
Erucastrum_elgonense,plantae,tracheophyta,magnoliopsida,[24.0],Vulnerable,1
Erythrina_burttii,plantae,tracheophyta,magnoliopsida,"[23.0, 24.0]",Least Concern,15
Erythrina_melanacantha,plantae,tracheophyta,magnoliopsida,"[23.0, 24.0]",Least Concern,30
Erythrina_pudica,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,2
Erythropitta_ussheri,animalia,chordata,aves,[38.0],Least Concern,6
Erythrostemon_hughesii,plantae,tracheophyta,magnoliopsida,"[6.0, 7.0]",Vulnerable,8
Erythroxylum_bequaertii,plantae,tracheophyta,magnoliopsida,[7.0],Least Concern,11
Erythroxylum_coriaceum,plantae,tracheophyta,magnoliopsida,[8.0],Vulnerable,2
Espadaea_amoena,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,14
Euastacus_australasiensis,animalia,arthropoda,malacostraca,[41.0],Least Concern,2
Euastacus_simplex,animalia,arthropoda,malacostraca,[41.0],Vulnerable,2
Eucalyptus_kabiana,plantae,tracheophyta,magnoliopsida,[41.0],Endangered,1
Eucalyptus_mcquoidii,plantae,tracheophyta,magnoliopsida,[42.0],Vulnerable,1
Eucalyptus_nutans,plantae,tracheophyta,magnoliopsida,[42.0],Vulnerable,3
Eugenia_canapuensis,plantae,tracheophyta,magnoliopsida,[8.0],Critically Endangered,1
Eugenia_cayoana,plantae,tracheophyta,magnoliopsida,[7.0],Near Threatened,3
Eugenia_choapamensis,plantae,tracheophyta,magnoliopsida,[7.0],Near Threatened,15
Eugenia_cincta,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,2
Eugenia_grijalvae,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,3
Eugenia_laeteviridis,plantae,tracheophyta,magnoliopsida,[8.0],Vulnerable,5
Eugenia_ligustroides,plantae,tracheophyta,magnoliopsida,[8.0],Endangered,1
Eugenia_lucens,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,2
Eugenia_nipensis,plantae,tracheophyta,magnoliopsida,[8.0],Vulnerable,2
Eugenia_standleyi,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,3
Eugenia_zelayensis,plantae,tracheophyta,magnoliopsida,[7.0],Critically Endangered,2
Euphorbia_adjurana,plantae,tracheophyta,magnoliopsida,"[23.0, 24.0]",Vulnerable,6
Euphorbia_helenae,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,3
Euphorbia_letestui,plantae,tracheophyta,magnoliopsida,[22.0],Vulnerable,5
Euphorbia_magnicapsula,plantae,tracheophyta,magnoliopsida,"[23.0, 24.0]",Least Concern,15
Euphorbia_minutula,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,10
Euphorbia_podocarpifolia,plantae,tracheophyta,magnoliopsida,[8.0],Endangered,2
Eurycnema_goliath,animalia,arthropoda,insecta,"[39.0, 41.0, 42.0]",Least Concern,26
Euryops_elgonensis,plantae,tracheophyta,magnoliopsida,[24.0],Vulnerable,2
Euryops_prostratus,plantae,tracheophyta,magnoliopsida,[23.0],Vulnerable,1
Eutropis_beddomei,animalia,chordata,reptilia,[37.0],Least Concern,36
Evolvulus_bracei,plantae,tracheophyta,magnoliopsida,[8.0],Least Concern,12
Exacum_lawii,plantae,tracheophyta,magnoliopsida,[37.0],Least Concern,18
Exothea_diphylla,plantae,tracheophyta,magnoliopsida,[7.0],Least Concern,15
Extatosoma_tiaratum,animalia,arthropoda,insecta,"[39.0, 41.0, 42.0]",Least Concern,19
Faramea_belizensis,plantae,tracheophyta,magnoliopsida,[7.0],Near Threatened,3
Faramea_schultesii,plantae,tracheophyta,magnoliopsida,[7.0],Vulnerable,5
Ficedula_rufigula,animalia,chordata,aves,[38.0],Near Threatened,9
Filicium_decipiens,plantae,tracheophyta,magnoliopsida,"[5.0, 11.0, 14.0, 23.0, 24.0, 26.0, 27.0, 37.0, 38.0]",Least Concern,52
Frangula_chimalapensis,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,1
Frangula_inconspicua,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,2
Frangula_wendtii,plantae,tracheophyta,magnoliopsida,[7.0],Endangered,2
Furcifer_nicosiai,animalia,chordata,reptilia,[27.0],Endangered,1
