Region,Scenario,Period,Q1,Q3,Median,Whisker_low,Whisker_high
17,ssp245,P4,20.415308036486593,23.158062751140204,22.093879889124793,19.253709866713848,25.405021685539047
17,ssp370,P1,12.763268224620587,14.44360254285602,13.61888587717229,10.637832189195564,16.447150748997405
17,ssp370,P2,16.344721703723366,19.09159568048675,17.302636430565386,14.044007666902573,21.161609697648817
17,ssp370,P3,20.85528709355587,24.12728111976095,23.03760947255642,18.18809586577023,25.86990505229221
17,ssp370,P4,27.718068802095623,31.27015777846583,29.569601137257216,25.114173165841002,33.32765337343714
17,ssp585,P1,13.289064586282144,15.924412809624913,15.084814918023117,12.37112841275458,19.275867002830857
17,ssp585,P2,18.88547672603601,21.485543825686086,19.79456853129669,16.452737727058267,25.28483527168357
17,ssp585,P3,26.73903795559094,29.471120396909647,27.924682590233544,24.51327132381851,32.82638730439569
17,ssp585,P4,36.55896146349375,39.90115526116615,38.60136897951561,32.83903579460565,42.49873444011953
18,his,P0,12.512333426504629,13.75649555787037,13.199255856481482,11.413565842592591,15.026949805555553
18,ssp126,P1,14.995629666087964,16.612668196180554,15.964272314814817,13.483026027777777,18.131785298611113
18,ssp126,P2,16.540193833912035,17.87752786805555,17.244423104166668,15.307604099537036,18.8016458912037
18,ssp126,P3,15.778433509837964,17.454472836226852,16.751447572916664,15.022579141203703,19.11523319212963
18,ssp126,P4,15.935292841435182,17.358285575810186,16.85296702777778,14.208840756944443,18.96074968518519
18,ssp245,P1,14.596626881944447,16.200831719907406,15.342063751157408,13.152260650462965,16.828299608796296
18,ssp245,P2,16.76613774074074,18.628417391782406,18.00248710648148,14.061866925925925,20.820942513888884
18,ssp245,P3,18.52623728356481,20.68223167418981,19.901297359953702,17.154303365740745,22.50855806712963
18,ssp245,P4,19.77637228877315,22.66680686226852,20.725715025462964,19.044939305555555,23.91034727083333
18,ssp370,P1,14.387283741319445,16.212186161458334,14.885086768518518,13.185794127314814,17.406877185185184
18,ssp370,P2,16.97860196527778,19.279269577546298,18.445687042824076,15.87392229861111,21.70249128935185
18,ssp370,P3,20.839689956018518,23.334830788194445,22.40658809953704,18.195419837962962,24.946077020833336
18,ssp370,P4,25.75030858969907,28.25063299884259,27.04310973148148,23.400118710648147,30.37574180555556
18,ssp585,P1,15.615452762152778,17.620429765625,16.662440327546292,14.259601240740743,19.805401166666666
18,ssp585,P2,19.143839571180557,22.06087521643519,20.891255159722224,16.286047347222222,23.852081527777777
18,ssp585,P3,25.593438747685187,27.64941022800926,26.731879305555555,22.852507557870368,29.688004997685187
18,ssp585,P4,31.03722700636574,36.06165179803241,34.053816421296304,26.94705169675926,37.23692976851852
